,criterion,max_depth,min_samples_leaf,score,model,Test_Accuracy,algorithm,leaf_size,n_neighbors,p,weights,C,dual,penalty
66,gini,7.0,7.0,0.7898450946643718,DecisionTreeClassifier,0.769747031491998,,,,,,,,
68,gini,7.0,9.0,0.7896729776247848,DecisionTreeClassifier,0.769747031491998,,,,,,,,
69,gini,7.0,10.0,0.7893287435456111,DecisionTreeClassifier,0.769747031491998,,,,,,,,
61,gini,7.0,2.0,0.7891566265060241,DecisionTreeClassifier,0.769747031491998,,,,,,,,
67,gini,7.0,8.0,0.7891566265060241,DecisionTreeClassifier,0.769747031491998,,,,,,,,
65,gini,7.0,6.0,0.7889845094664372,DecisionTreeClassifier,0.769747031491998,,,,,,,,
62,gini,7.0,3.0,0.7886402753872634,DecisionTreeClassifier,0.769747031491998,,,,,,,,
63,gini,7.0,4.0,0.7881239242685026,DecisionTreeClassifier,0.769747031491998,,,,,,,,
60,gini,7.0,1.0,0.7881239242685026,DecisionTreeClassifier,0.769747031491998,,,,,,,,
64,gini,7.0,5.0,0.7876075731497417,DecisionTreeClassifier,0.769747031491998,,,,,,,,
268,entropy,7.0,9.0,0.787435456110155,DecisionTreeClassifier,0.769747031491998,,,,,,,,
468,log_loss,7.0,9.0,0.787435456110155,DecisionTreeClassifier,0.769747031491998,,,,,,,,
269,entropy,7.0,10.0,0.787263339070568,DecisionTreeClassifier,0.769747031491998,,,,,,,,
469,log_loss,7.0,10.0,0.787263339070568,DecisionTreeClassifier,0.769747031491998,,,,,,,,
450,log_loss,6.0,1.0,0.7865748709122202,DecisionTreeClassifier,0.769747031491998,,,,,,,,
250,entropy,6.0,1.0,0.7865748709122202,DecisionTreeClassifier,0.769747031491998,,,,,,,,
260,entropy,7.0,1.0,0.7864027538726334,DecisionTreeClassifier,0.769747031491998,,,,,,,,
460,log_loss,7.0,1.0,0.7864027538726334,DecisionTreeClassifier,0.769747031491998,,,,,,,,
265,entropy,7.0,6.0,0.7862306368330465,DecisionTreeClassifier,0.769747031491998,,,,,,,,
256,entropy,6.0,7.0,0.7862306368330465,DecisionTreeClassifier,0.769747031491998,,,,,,,,
465,log_loss,7.0,6.0,0.7862306368330465,DecisionTreeClassifier,0.769747031491998,,,,,,,,
456,log_loss,6.0,7.0,0.7862306368330465,DecisionTreeClassifier,0.769747031491998,,,,,,,,
261,entropy,7.0,2.0,0.7862306368330464,DecisionTreeClassifier,0.769747031491998,,,,,,,,
461,log_loss,7.0,2.0,0.7862306368330464,DecisionTreeClassifier,0.769747031491998,,,,,,,,
467,log_loss,7.0,8.0,0.7860585197934596,DecisionTreeClassifier,0.769747031491998,,,,,,,,
267,entropy,7.0,8.0,0.7860585197934596,DecisionTreeClassifier,0.769747031491998,,,,,,,,
479,log_loss,8.0,10.0,0.7860585197934595,DecisionTreeClassifier,0.769747031491998,,,,,,,,
455,log_loss,6.0,6.0,0.7860585197934595,DecisionTreeClassifier,0.769747031491998,,,,,,,,
279,entropy,8.0,10.0,0.7860585197934595,DecisionTreeClassifier,0.769747031491998,,,,,,,,
251,entropy,6.0,2.0,0.7860585197934595,DecisionTreeClassifier,0.769747031491998,,,,,,,,
451,log_loss,6.0,2.0,0.7860585197934595,DecisionTreeClassifier,0.769747031491998,,,,,,,,
255,entropy,6.0,6.0,0.7860585197934595,DecisionTreeClassifier,0.769747031491998,,,,,,,,
453,log_loss,6.0,4.0,0.7860585197934594,DecisionTreeClassifier,0.769747031491998,,,,,,,,
452,log_loss,6.0,3.0,0.7860585197934594,DecisionTreeClassifier,0.769747031491998,,,,,,,,
252,entropy,6.0,3.0,0.7860585197934594,DecisionTreeClassifier,0.769747031491998,,,,,,,,
253,entropy,6.0,4.0,0.7860585197934594,DecisionTreeClassifier,0.769747031491998,,,,,,,,
259,entropy,6.0,10.0,0.7858864027538726,DecisionTreeClassifier,0.769747031491998,,,,,,,,
263,entropy,7.0,4.0,0.7858864027538726,DecisionTreeClassifier,0.769747031491998,,,,,,,,
459,log_loss,6.0,10.0,0.7858864027538726,DecisionTreeClassifier,0.769747031491998,,,,,,,,
59,gini,6.0,10.0,0.7858864027538726,DecisionTreeClassifier,0.769747031491998,,,,,,,,
463,log_loss,7.0,4.0,0.7858864027538726,DecisionTreeClassifier,0.769747031491998,,,,,,,,
289,entropy,9.0,10.0,0.7857142857142858,DecisionTreeClassifier,0.769747031491998,,,,,,,,
489,log_loss,9.0,10.0,0.7857142857142858,DecisionTreeClassifier,0.769747031491998,,,,,,,,
58,gini,6.0,9.0,0.7855421686746987,DecisionTreeClassifier,0.769747031491998,,,,,,,,
462,log_loss,7.0,3.0,0.785370051635112,DecisionTreeClassifier,0.769747031491998,,,,,,,,
262,entropy,7.0,3.0,0.785370051635112,DecisionTreeClassifier,0.769747031491998,,,,,,,,
79,gini,8.0,10.0,0.7853700516351119,DecisionTreeClassifier,0.769747031491998,,,,,,,,
254,entropy,6.0,5.0,0.7853700516351119,DecisionTreeClassifier,0.769747031491998,,,,,,,,
454,log_loss,6.0,5.0,0.7853700516351119,DecisionTreeClassifier,0.769747031491998,,,,,,,,
264,entropy,7.0,5.0,0.785197934595525,DecisionTreeClassifier,0.769747031491998,,,,,,,,
464,log_loss,7.0,5.0,0.785197934595525,DecisionTreeClassifier,0.769747031491998,,,,,,,,
266,entropy,7.0,7.0,0.785197934595525,DecisionTreeClassifier,0.769747031491998,,,,,,,,
466,log_loss,7.0,7.0,0.785197934595525,DecisionTreeClassifier,0.769747031491998,,,,,,,,
57,gini,6.0,8.0,0.7851979345955249,DecisionTreeClassifier,0.769747031491998,,,,,,,,
458,log_loss,6.0,9.0,0.7851979345955249,DecisionTreeClassifier,0.769747031491998,,,,,,,,
258,entropy,6.0,9.0,0.7851979345955249,DecisionTreeClassifier,0.769747031491998,,,,,,,,
52,gini,6.0,3.0,0.7848537005163512,DecisionTreeClassifier,0.769747031491998,,,,,,,,
77,gini,8.0,8.0,0.7848537005163512,DecisionTreeClassifier,0.769747031491998,,,,,,,,
78,gini,8.0,9.0,0.7848537005163511,DecisionTreeClassifier,0.769747031491998,,,,,,,,
56,gini,6.0,7.0,0.7846815834767643,DecisionTreeClassifier,0.769747031491998,,,,,,,,
55,gini,6.0,6.0,0.7846815834767642,DecisionTreeClassifier,0.769747031491998,,,,,,,,
51,gini,6.0,2.0,0.7846815834767642,DecisionTreeClassifier,0.769747031491998,,,,,,,,
257,entropy,6.0,8.0,0.7846815834767641,DecisionTreeClassifier,0.769747031491998,,,,,,,,
457,log_loss,6.0,8.0,0.7846815834767641,DecisionTreeClassifier,0.769747031491998,,,,,,,,
87,gini,9.0,8.0,0.7845094664371773,DecisionTreeClassifier,0.769747031491998,,,,,,,,
50,gini,6.0,1.0,0.7845094664371773,DecisionTreeClassifier,0.769747031491998,,,,,,,,
53,gini,6.0,4.0,0.7845094664371772,DecisionTreeClassifier,0.769747031491998,,,,,,,,
75,gini,8.0,6.0,0.7843373493975904,DecisionTreeClassifier,0.769747031491998,,,,,,,,
288,entropy,9.0,9.0,0.7843373493975904,DecisionTreeClassifier,0.769747031491998,,,,,,,,
488,log_loss,9.0,9.0,0.7843373493975904,DecisionTreeClassifier,0.769747031491998,,,,,,,,
54,gini,6.0,5.0,0.7843373493975904,DecisionTreeClassifier,0.769747031491998,,,,,,,,
73,gini,8.0,4.0,0.7839931153184165,DecisionTreeClassifier,0.769747031491998,,,,,,,,
470,log_loss,8.0,1.0,0.7839931153184164,DecisionTreeClassifier,0.769747031491998,,,,,,,,
270,entropy,8.0,1.0,0.7839931153184164,DecisionTreeClassifier,0.769747031491998,,,,,,,,
471,log_loss,8.0,2.0,0.7838209982788296,DecisionTreeClassifier,0.769747031491998,,,,,,,,
271,entropy,8.0,2.0,0.7838209982788296,DecisionTreeClassifier,0.769747031491998,,,,,,,,
74,gini,8.0,5.0,0.7838209982788296,DecisionTreeClassifier,0.769747031491998,,,,,,,,
76,gini,8.0,7.0,0.7836488812392427,DecisionTreeClassifier,0.769747031491998,,,,,,,,
277,entropy,8.0,8.0,0.7836488812392427,DecisionTreeClassifier,0.769747031491998,,,,,,,,
72,gini,8.0,3.0,0.7836488812392427,DecisionTreeClassifier,0.769747031491998,,,,,,,,
478,log_loss,8.0,9.0,0.7836488812392427,DecisionTreeClassifier,0.769747031491998,,,,,,,,
477,log_loss,8.0,8.0,0.7836488812392427,DecisionTreeClassifier,0.769747031491998,,,,,,,,
476,log_loss,8.0,7.0,0.7836488812392427,DecisionTreeClassifier,0.769747031491998,,,,,,,,
278,entropy,8.0,9.0,0.7836488812392427,DecisionTreeClassifier,0.769747031491998,,,,,,,,
276,entropy,8.0,7.0,0.7836488812392427,DecisionTreeClassifier,0.769747031491998,,,,,,,,
88,gini,9.0,9.0,0.7834767641996557,DecisionTreeClassifier,0.769747031491998,,,,,,,,
85,gini,9.0,6.0,0.7833046471600689,DecisionTreeClassifier,0.769747031491998,,,,,,,,
474,log_loss,8.0,5.0,0.783132530120482,DecisionTreeClassifier,0.769747031491998,,,,,,,,
274,entropy,8.0,5.0,0.783132530120482,DecisionTreeClassifier,0.769747031491998,,,,,,,,
82,gini,9.0,3.0,0.7831325301204819,DecisionTreeClassifier,0.769747031491998,,,,,,,,
89,gini,9.0,10.0,0.7831325301204819,DecisionTreeClassifier,0.769747031491998,,,,,,,,
275,entropy,8.0,6.0,0.782960413080895,DecisionTreeClassifier,0.769747031491998,,,,,,,,
475,log_loss,8.0,6.0,0.782960413080895,DecisionTreeClassifier,0.769747031491998,,,,,,,,
86,gini,9.0,7.0,0.7826161790017212,DecisionTreeClassifier,0.769747031491998,,,,,,,,
83,gini,9.0,4.0,0.7826161790017212,DecisionTreeClassifier,0.769747031491998,,,,,,,,
70,gini,8.0,1.0,0.7826161790017212,DecisionTreeClassifier,0.769747031491998,,,,,,,,
84,gini,9.0,5.0,0.7824440619621342,DecisionTreeClassifier,0.769747031491998,,,,,,,,
71,gini,8.0,2.0,0.7822719449225474,DecisionTreeClassifier,0.769747031491998,,,,,,,,
273,entropy,8.0,4.0,0.7819277108433734,DecisionTreeClassifier,0.769747031491998,,,,,,,,
473,log_loss,8.0,4.0,0.7819277108433734,DecisionTreeClassifier,0.769747031491998,,,,,,,,
80,gini,9.0,1.0,0.7815834767641997,DecisionTreeClassifier,0.769747031491998,,,,,,,,
472,log_loss,8.0,3.0,0.7815834767641997,DecisionTreeClassifier,0.769747031491998,,,,,,,,
272,entropy,8.0,3.0,0.7815834767641997,DecisionTreeClassifier,0.769747031491998,,,,,,,,
286,entropy,9.0,7.0,0.7814113597246127,DecisionTreeClassifier,0.769747031491998,,,,,,,,
97,gini,10.0,8.0,0.7814113597246127,DecisionTreeClassifier,0.769747031491998,,,,,,,,
486,log_loss,9.0,7.0,0.7814113597246127,DecisionTreeClassifier,0.769747031491998,,,,,,,,
299,entropy,10.0,10.0,0.7814113597246127,DecisionTreeClassifier,0.769747031491998,,,,,,,,
499,log_loss,10.0,10.0,0.7814113597246127,DecisionTreeClassifier,0.769747031491998,,,,,,,,
287,entropy,9.0,8.0,0.7810671256454389,DecisionTreeClassifier,0.769747031491998,,,,,,,,
81,gini,9.0,2.0,0.7810671256454389,DecisionTreeClassifier,0.769747031491998,,,,,,,,
487,log_loss,9.0,8.0,0.7810671256454389,DecisionTreeClassifier,0.769747031491998,,,,,,,,
485,log_loss,9.0,6.0,0.7810671256454389,DecisionTreeClassifier,0.769747031491998,,,,,,,,
285,entropy,9.0,6.0,0.7810671256454389,DecisionTreeClassifier,0.769747031491998,,,,,,,,
96,gini,10.0,7.0,0.7805507745266782,DecisionTreeClassifier,0.769747031491998,,,,,,,,
98,gini,10.0,9.0,0.7802065404475043,DecisionTreeClassifier,0.769747031491998,,,,,,,,
99,gini,10.0,10.0,0.7800344234079175,DecisionTreeClassifier,0.769747031491998,,,,,,,,
95,gini,10.0,6.0,0.7800344234079173,DecisionTreeClassifier,0.769747031491998,,,,,,,,
481,log_loss,9.0,2.0,0.7796901893287436,DecisionTreeClassifier,0.769747031491998,,,,,,,,
281,entropy,9.0,2.0,0.7796901893287436,DecisionTreeClassifier,0.769747031491998,,,,,,,,
280,entropy,9.0,1.0,0.7795180722891566,DecisionTreeClassifier,0.769747031491998,,,,,,,,
480,log_loss,9.0,1.0,0.7795180722891566,DecisionTreeClassifier,0.769747031491998,,,,,,,,
283,entropy,9.0,4.0,0.7793459552495697,DecisionTreeClassifier,0.769747031491998,,,,,,,,
483,log_loss,9.0,4.0,0.7793459552495697,DecisionTreeClassifier,0.769747031491998,,,,,,,,
498,log_loss,10.0,9.0,0.7791738382099828,DecisionTreeClassifier,0.769747031491998,,,,,,,,
298,entropy,10.0,9.0,0.7791738382099828,DecisionTreeClassifier,0.769747031491998,,,,,,,,
440,log_loss,5.0,1.0,0.7786574870912221,DecisionTreeClassifier,0.769747031491998,,,,,,,,
94,gini,10.0,5.0,0.7786574870912221,DecisionTreeClassifier,0.769747031491998,,,,,,,,
240,entropy,5.0,1.0,0.7786574870912221,DecisionTreeClassifier,0.769747031491998,,,,,,,,
247,entropy,5.0,8.0,0.7783132530120482,DecisionTreeClassifier,0.769747031491998,,,,,,,,
447,log_loss,5.0,8.0,0.7783132530120482,DecisionTreeClassifier,0.769747031491998,,,,,,,,
248,entropy,5.0,9.0,0.7783132530120482,DecisionTreeClassifier,0.769747031491998,,,,,,,,
249,entropy,5.0,10.0,0.7783132530120482,DecisionTreeClassifier,0.769747031491998,,,,,,,,
449,log_loss,5.0,10.0,0.7783132530120482,DecisionTreeClassifier,0.769747031491998,,,,,,,,
448,log_loss,5.0,9.0,0.7783132530120482,DecisionTreeClassifier,0.769747031491998,,,,,,,,
509,log_loss,11.0,10.0,0.7781411359724613,DecisionTreeClassifier,0.769747031491998,,,,,,,,
246,entropy,5.0,7.0,0.7781411359724613,DecisionTreeClassifier,0.769747031491998,,,,,,,,
241,entropy,5.0,2.0,0.7781411359724613,DecisionTreeClassifier,0.769747031491998,,,,,,,,
446,log_loss,5.0,7.0,0.7781411359724613,DecisionTreeClassifier,0.769747031491998,,,,,,,,
309,entropy,11.0,10.0,0.7781411359724613,DecisionTreeClassifier,0.769747031491998,,,,,,,,
242,entropy,5.0,3.0,0.7781411359724613,DecisionTreeClassifier,0.769747031491998,,,,,,,,
442,log_loss,5.0,3.0,0.7781411359724613,DecisionTreeClassifier,0.769747031491998,,,,,,,,
441,log_loss,5.0,2.0,0.7781411359724613,DecisionTreeClassifier,0.769747031491998,,,,,,,,
445,log_loss,5.0,6.0,0.7779690189328743,DecisionTreeClassifier,0.769747031491998,,,,,,,,
443,log_loss,5.0,4.0,0.7779690189328743,DecisionTreeClassifier,0.769747031491998,,,,,,,,
243,entropy,5.0,4.0,0.7779690189328743,DecisionTreeClassifier,0.769747031491998,,,,,,,,
245,entropy,5.0,6.0,0.7779690189328743,DecisionTreeClassifier,0.769747031491998,,,,,,,,
484,log_loss,9.0,5.0,0.7777969018932874,DecisionTreeClassifier,0.769747031491998,,,,,,,,
284,entropy,9.0,5.0,0.7777969018932874,DecisionTreeClassifier,0.769747031491998,,,,,,,,
107,gini,11.0,8.0,0.7776247848537005,DecisionTreeClassifier,0.769747031491998,,,,,,,,
282,entropy,9.0,3.0,0.7772805507745267,DecisionTreeClassifier,0.769747031491998,,,,,,,,
482,log_loss,9.0,3.0,0.7772805507745267,DecisionTreeClassifier,0.769747031491998,,,,,,,,
444,log_loss,5.0,5.0,0.7772805507745266,DecisionTreeClassifier,0.769747031491998,,,,,,,,
244,entropy,5.0,5.0,0.7772805507745266,DecisionTreeClassifier,0.769747031491998,,,,,,,,
108,gini,11.0,9.0,0.7769363166953529,DecisionTreeClassifier,0.769747031491998,,,,,,,,
106,gini,11.0,7.0,0.7767641996557659,DecisionTreeClassifier,0.769747031491998,,,,,,,,
496,log_loss,10.0,7.0,0.7765920826161791,DecisionTreeClassifier,0.769747031491998,,,,,,,,
296,entropy,10.0,7.0,0.7765920826161791,DecisionTreeClassifier,0.769747031491998,,,,,,,,
40,gini,5.0,1.0,0.7764199655765921,DecisionTreeClassifier,0.769747031491998,,,,,,,,
41,gini,5.0,2.0,0.7762478485370051,DecisionTreeClassifier,0.769747031491998,,,,,,,,
93,gini,10.0,4.0,0.7762478485370051,DecisionTreeClassifier,0.769747031491998,,,,,,,,
42,gini,5.0,3.0,0.776247848537005,DecisionTreeClassifier,0.769747031491998,,,,,,,,
44,gini,5.0,5.0,0.7760757314974183,DecisionTreeClassifier,0.769747031491998,,,,,,,,
43,gini,5.0,4.0,0.7760757314974182,DecisionTreeClassifier,0.769747031491998,,,,,,,,
105,gini,11.0,6.0,0.7760757314974182,DecisionTreeClassifier,0.769747031491998,,,,,,,,
495,log_loss,10.0,6.0,0.7759036144578314,DecisionTreeClassifier,0.769747031491998,,,,,,,,
48,gini,5.0,9.0,0.7759036144578314,DecisionTreeClassifier,0.769747031491998,,,,,,,,
295,entropy,10.0,6.0,0.7759036144578314,DecisionTreeClassifier,0.769747031491998,,,,,,,,
46,gini,5.0,7.0,0.7759036144578314,DecisionTreeClassifier,0.769747031491998,,,,,,,,
47,gini,5.0,8.0,0.7759036144578314,DecisionTreeClassifier,0.769747031491998,,,,,,,,
45,gini,5.0,6.0,0.7759036144578314,DecisionTreeClassifier,0.769747031491998,,,,,,,,
49,gini,5.0,10.0,0.7759036144578314,DecisionTreeClassifier,0.769747031491998,,,,,,,,
294,entropy,10.0,5.0,0.7753872633390705,DecisionTreeClassifier,0.769747031491998,,,,,,,,
494,log_loss,10.0,5.0,0.7753872633390705,DecisionTreeClassifier,0.769747031491998,,,,,,,,
297,entropy,10.0,8.0,0.7752151462994836,DecisionTreeClassifier,0.769747031491998,,,,,,,,
493,log_loss,10.0,4.0,0.7752151462994836,DecisionTreeClassifier,0.769747031491998,,,,,,,,
109,gini,11.0,10.0,0.7752151462994836,DecisionTreeClassifier,0.769747031491998,,,,,,,,
293,entropy,10.0,4.0,0.7752151462994836,DecisionTreeClassifier,0.769747031491998,,,,,,,,
497,log_loss,10.0,8.0,0.7752151462994836,DecisionTreeClassifier,0.769747031491998,,,,,,,,
92,gini,10.0,3.0,0.7750430292598967,DecisionTreeClassifier,0.769747031491998,,,,,,,,
508,log_loss,11.0,9.0,0.7745266781411361,DecisionTreeClassifier,0.769747031491998,,,,,,,,
308,entropy,11.0,9.0,0.7745266781411361,DecisionTreeClassifier,0.769747031491998,,,,,,,,
91,gini,10.0,2.0,0.7740103270223752,DecisionTreeClassifier,0.769747031491998,,,,,,,,
491,log_loss,10.0,2.0,0.7736660929432014,DecisionTreeClassifier,0.769747031491998,,,,,,,,
230,entropy,4.0,1.0,0.7736660929432014,DecisionTreeClassifier,0.769747031491998,,,,,,,,
291,entropy,10.0,2.0,0.7736660929432014,DecisionTreeClassifier,0.769747031491998,,,,,,,,
431,log_loss,4.0,2.0,0.7736660929432014,DecisionTreeClassifier,0.769747031491998,,,,,,,,
430,log_loss,4.0,1.0,0.7736660929432014,DecisionTreeClassifier,0.769747031491998,,,,,,,,
231,entropy,4.0,2.0,0.7736660929432014,DecisionTreeClassifier,0.769747031491998,,,,,,,,
329,entropy,13.0,10.0,0.7734939759036146,DecisionTreeClassifier,0.769747031491998,,,,,,,,
529,log_loss,13.0,10.0,0.7734939759036146,DecisionTreeClassifier,0.769747031491998,,,,,,,,
232,entropy,4.0,3.0,0.7734939759036145,DecisionTreeClassifier,0.769747031491998,,,,,,,,
432,log_loss,4.0,3.0,0.7734939759036145,DecisionTreeClassifier,0.769747031491998,,,,,,,,
233,entropy,4.0,4.0,0.7733218588640276,DecisionTreeClassifier,0.769747031491998,,,,,,,,
433,log_loss,4.0,4.0,0.7733218588640276,DecisionTreeClassifier,0.769747031491998,,,,,,,,
315,entropy,12.0,6.0,0.7733218588640275,DecisionTreeClassifier,0.769747031491998,,,,,,,,
515,log_loss,12.0,6.0,0.7733218588640275,DecisionTreeClassifier,0.769747031491998,,,,,,,,
439,log_loss,4.0,10.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
434,log_loss,4.0,5.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
238,entropy,4.0,9.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
435,log_loss,4.0,6.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
292,entropy,10.0,3.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
438,log_loss,4.0,9.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
437,log_loss,4.0,8.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
236,entropy,4.0,7.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
235,entropy,4.0,6.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
239,entropy,4.0,10.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
234,entropy,4.0,5.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
492,log_loss,10.0,3.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
237,entropy,4.0,8.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
436,log_loss,4.0,7.0,0.7731497418244406,DecisionTreeClassifier,0.769747031491998,,,,,,,,
303,entropy,11.0,4.0,0.7729776247848538,DecisionTreeClassifier,0.769747031491998,,,,,,,,
503,log_loss,11.0,4.0,0.7729776247848538,DecisionTreeClassifier,0.769747031491998,,,,,,,,
306,entropy,11.0,7.0,0.7729776247848537,DecisionTreeClassifier,0.769747031491998,,,,,,,,
506,log_loss,11.0,7.0,0.7729776247848537,DecisionTreeClassifier,0.769747031491998,,,,,,,,
349,entropy,15.0,10.0,0.7726333907056798,DecisionTreeClassifier,0.769747031491998,,,,,,,,
104,gini,11.0,5.0,0.7726333907056798,DecisionTreeClassifier,0.769747031491998,,,,,,,,
549,log_loss,15.0,10.0,0.7726333907056798,DecisionTreeClassifier,0.769747031491998,,,,,,,,
103,gini,11.0,4.0,0.7722891566265061,DecisionTreeClassifier,0.769747031491998,,,,,,,,
304,entropy,11.0,5.0,0.7721170395869191,DecisionTreeClassifier,0.769747031491998,,,,,,,,
504,log_loss,11.0,5.0,0.7721170395869191,DecisionTreeClassifier,0.769747031491998,,,,,,,,
319,entropy,12.0,10.0,0.7719449225473323,DecisionTreeClassifier,0.769747031491998,,,,,,,,
519,log_loss,12.0,10.0,0.7719449225473323,DecisionTreeClassifier,0.769747031491998,,,,,,,,
505,log_loss,11.0,6.0,0.7719449225473322,DecisionTreeClassifier,0.769747031491998,,,,,,,,
305,entropy,11.0,6.0,0.7719449225473322,DecisionTreeClassifier,0.769747031491998,,,,,,,,
31,gini,4.0,2.0,0.7716006884681584,DecisionTreeClassifier,0.769747031491998,,,,,,,,
30,gini,4.0,1.0,0.7716006884681584,DecisionTreeClassifier,0.769747031491998,,,,,,,,
32,gini,4.0,3.0,0.7714285714285716,DecisionTreeClassifier,0.769747031491998,,,,,,,,
528,log_loss,13.0,9.0,0.7712564543889846,DecisionTreeClassifier,0.769747031491998,,,,,,,,
328,entropy,13.0,9.0,0.7712564543889846,DecisionTreeClassifier,0.769747031491998,,,,,,,,
33,gini,4.0,4.0,0.7712564543889846,DecisionTreeClassifier,0.769747031491998,,,,,,,,
290,entropy,10.0,1.0,0.7712564543889845,DecisionTreeClassifier,0.769747031491998,,,,,,,,
490,log_loss,10.0,1.0,0.7712564543889845,DecisionTreeClassifier,0.769747031491998,,,,,,,,
90,gini,10.0,1.0,0.7710843373493976,DecisionTreeClassifier,0.769747031491998,,,,,,,,
39,gini,4.0,10.0,0.7710843373493976,DecisionTreeClassifier,0.769747031491998,,,,,,,,
38,gini,4.0,9.0,0.7710843373493976,DecisionTreeClassifier,0.769747031491998,,,,,,,,
37,gini,4.0,8.0,0.7710843373493976,DecisionTreeClassifier,0.769747031491998,,,,,,,,
36,gini,4.0,7.0,0.7710843373493976,DecisionTreeClassifier,0.769747031491998,,,,,,,,
34,gini,4.0,5.0,0.7710843373493976,DecisionTreeClassifier,0.769747031491998,,,,,,,,
35,gini,4.0,6.0,0.7710843373493976,DecisionTreeClassifier,0.769747031491998,,,,,,,,
302,entropy,11.0,3.0,0.7709122203098107,DecisionTreeClassifier,0.769747031491998,,,,,,,,
502,log_loss,11.0,3.0,0.7709122203098107,DecisionTreeClassifier,0.769747031491998,,,,,,,,
307,entropy,11.0,8.0,0.7705679862306367,DecisionTreeClassifier,0.769747031491998,,,,,,,,
507,log_loss,11.0,8.0,0.7705679862306367,DecisionTreeClassifier,0.769747031491998,,,,,,,,
115,gini,12.0,6.0,0.7703958691910499,DecisionTreeClassifier,0.769747031491998,,,,,,,,
514,log_loss,12.0,5.0,0.7698795180722892,DecisionTreeClassifier,0.769747031491998,,,,,,,,
314,entropy,12.0,5.0,0.7698795180722892,DecisionTreeClassifier,0.769747031491998,,,,,,,,
318,entropy,12.0,9.0,0.7697074010327023,DecisionTreeClassifier,0.769747031491998,,,,,,,,
518,log_loss,12.0,9.0,0.7697074010327023,DecisionTreeClassifier,0.769747031491998,,,,,,,,
102,gini,11.0,3.0,0.7695352839931153,DecisionTreeClassifier,0.769747031491998,,,,,,,,
113,gini,12.0,4.0,0.7695352839931153,DecisionTreeClassifier,0.769747031491998,,,,,,,,
513,log_loss,12.0,4.0,0.7693631669535284,DecisionTreeClassifier,0.769747031491998,,,,,,,,
313,entropy,12.0,4.0,0.7693631669535284,DecisionTreeClassifier,0.769747031491998,,,,,,,,
512,log_loss,12.0,3.0,0.7691910499139414,DecisionTreeClassifier,0.769747031491998,,,,,,,,
312,entropy,12.0,3.0,0.7691910499139414,DecisionTreeClassifier,0.769747031491998,,,,,,,,
127,gini,13.0,8.0,0.7691910499139414,DecisionTreeClassifier,0.769747031491998,,,,,,,,
599,log_loss,20.0,10.0,0.7688468158347678,DecisionTreeClassifier,0.769747031491998,,,,,,,,
399,entropy,20.0,10.0,0.7688468158347678,DecisionTreeClassifier,0.769747031491998,,,,,,,,
525,log_loss,13.0,6.0,0.7688468158347677,DecisionTreeClassifier,0.769747031491998,,,,,,,,
325,entropy,13.0,6.0,0.7688468158347677,DecisionTreeClassifier,0.769747031491998,,,,,,,,
129,gini,13.0,10.0,0.7686746987951808,DecisionTreeClassifier,0.769747031491998,,,,,,,,
301,entropy,11.0,2.0,0.7685025817555939,DecisionTreeClassifier,0.769747031491998,,,,,,,,
501,log_loss,11.0,2.0,0.7685025817555939,DecisionTreeClassifier,0.769747031491998,,,,,,,,
101,gini,11.0,2.0,0.7685025817555938,DecisionTreeClassifier,0.769747031491998,,,,,,,,
114,gini,12.0,5.0,0.7685025817555938,DecisionTreeClassifier,0.769747031491998,,,,,,,,
323,entropy,13.0,4.0,0.767986230636833,DecisionTreeClassifier,0.769747031491998,,,,,,,,
316,entropy,12.0,7.0,0.767986230636833,DecisionTreeClassifier,0.769747031491998,,,,,,,,
516,log_loss,12.0,7.0,0.767986230636833,DecisionTreeClassifier,0.769747031491998,,,,,,,,
369,entropy,17.0,10.0,0.767986230636833,DecisionTreeClassifier,0.769747031491998,,,,,,,,
327,entropy,13.0,8.0,0.767986230636833,DecisionTreeClassifier,0.769747031491998,,,,,,,,
523,log_loss,13.0,4.0,0.767986230636833,DecisionTreeClassifier,0.769747031491998,,,,,,,,
527,log_loss,13.0,8.0,0.767986230636833,DecisionTreeClassifier,0.769747031491998,,,,,,,,
569,log_loss,17.0,10.0,0.767986230636833,DecisionTreeClassifier,0.769747031491998,,,,,,,,
123,gini,13.0,4.0,0.7678141135972462,DecisionTreeClassifier,0.769747031491998,,,,,,,,
