,criterion,max_depth,min_samples_leaf,score,model,Test_Accuracy,algorithm,leaf_size,n_neighbors,p,weights,C,dual,penalty
18927,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,29.0,6.0,4.0,distance,,,
7725,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,19.0,6.0,3.0,distance,,,
18283,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,25.0,6.0,2.0,distance,,,
9485,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,30.0,6.0,3.0,distance,,,
182,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,auto,2.0,3.0,4.0,uniform,,,
14607,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,2.0,6.0,4.0,distance,,,
15243,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,6.0,6.0,2.0,distance,,,
15247,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,6.0,6.0,4.0,distance,,,
16687,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,15.0,6.0,4.0,distance,,,
18127,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,24.0,6.0,4.0,distance,,,
16847,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,16.0,6.0,4.0,distance,,,
837,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,auto,6.0,5.0,3.0,distance,,,
7559,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,18.0,5.0,4.0,distance,,,
10917,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,kd_tree,9.0,5.0,3.0,distance,,,
18123,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,24.0,6.0,2.0,distance,,,
17643,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,21.0,6.0,2.0,distance,,,
17483,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,20.0,6.0,2.0,distance,,,
14767,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,3.0,6.0,4.0,distance,,,
14763,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,3.0,6.0,2.0,distance,,,
16203,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,12.0,6.0,2.0,distance,,,
16367,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,13.0,6.0,4.0,distance,,,
342,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,auto,3.0,3.0,4.0,uniform,,,
16207,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,12.0,6.0,4.0,distance,,,
18443,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,26.0,6.0,2.0,distance,,,
6439,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,11.0,5.0,4.0,distance,,,
8205,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,22.0,6.0,3.0,distance,,,
16363,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,13.0,6.0,2.0,distance,,,
15887,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,10.0,6.0,4.0,distance,,,
9005,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,27.0,6.0,3.0,distance,,,
8685,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,25.0,6.0,3.0,distance,,,
15883,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,10.0,6.0,2.0,distance,,,
5485,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,5.0,6.0,3.0,distance,,,
9616,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,kd_tree,1.0,3.0,1.0,uniform,,,
17967,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,23.0,6.0,4.0,distance,,,
6919,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,14.0,5.0,4.0,distance,,,
7239,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,16.0,5.0,4.0,distance,,,
14923,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,4.0,6.0,2.0,distance,,,
14927,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,4.0,6.0,4.0,distance,,,
502,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,auto,4.0,3.0,4.0,uniform,,,
15723,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,9.0,6.0,2.0,distance,,,
10757,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,kd_tree,8.0,5.0,3.0,distance,,,
1157,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,auto,8.0,5.0,3.0,distance,,,
17007,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,17.0,6.0,4.0,distance,,,
17807,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,22.0,6.0,4.0,distance,,,
498,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,auto,4.0,3.0,2.0,uniform,,,
16683,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,15.0,6.0,2.0,distance,,,
6279,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,10.0,5.0,4.0,distance,,,
19087,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,30.0,6.0,4.0,distance,,,
6125,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,9.0,6.0,3.0,distance,,,
16,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,auto,1.0,3.0,1.0,uniform,,,
17963,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,23.0,6.0,2.0,distance,,,
15563,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,8.0,6.0,2.0,distance,,,
18923,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,29.0,6.0,2.0,distance,,,
10597,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,kd_tree,7.0,5.0,3.0,distance,,,
9778,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,kd_tree,2.0,3.0,2.0,uniform,,,
17003,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,17.0,6.0,2.0,distance,,,
10098,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,kd_tree,4.0,3.0,2.0,uniform,,,
17327,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,19.0,6.0,4.0,distance,,,
9782,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,kd_tree,2.0,3.0,4.0,uniform,,,
18607,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,27.0,6.0,4.0,distance,,,
8365,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,23.0,6.0,3.0,distance,,,
8045,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,21.0,6.0,3.0,distance,,,
17487,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,20.0,6.0,4.0,distance,,,
10437,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,kd_tree,6.0,5.0,3.0,distance,,,
338,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,auto,3.0,3.0,2.0,uniform,,,
15567,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,8.0,6.0,4.0,distance,,,
7079,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,15.0,5.0,4.0,distance,,,
10102,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,kd_tree,4.0,3.0,4.0,uniform,,,
17163,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,18.0,6.0,2.0,distance,,,
677,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,auto,5.0,5.0,3.0,distance,,,
16843,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,16.0,6.0,2.0,distance,,,
17323,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,19.0,6.0,2.0,distance,,,
17647,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,21.0,6.0,4.0,distance,,,
17167,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,18.0,6.0,4.0,distance,,,
5965,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,8.0,6.0,3.0,distance,,,
18447,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,26.0,6.0,4.0,distance,,,
7399,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,17.0,5.0,4.0,distance,,,
15727,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,9.0,6.0,4.0,distance,,,
6759,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,ball_tree,13.0,5.0,4.0,distance,,,
15083,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,5.0,6.0,2.0,distance,,,
15087,,,,0.7593803786574871,KNeighborsClassifier,0.7718120805369127,brute,5.0,6.0,4.0,distance,,,
5323,,,,0.7592082616179002,KNeighborsClassifier,0.7718120805369127,ball_tree,4.0,6.0,2.0,distance,,,
5163,,,,0.7592082616179002,KNeighborsClassifier,0.7718120805369127,ball_tree,3.0,6.0,2.0,distance,,,
4525,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,29.0,6.0,3.0,distance,,,
13325,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,24.0,6.0,3.0,distance,,,
3405,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,22.0,6.0,3.0,distance,,,
4045,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,26.0,6.0,3.0,distance,,,
5637,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,ball_tree,6.0,5.0,3.0,distance,,,
6117,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,ball_tree,9.0,5.0,3.0,distance,,,
12845,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,21.0,6.0,3.0,distance,,,
13005,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,22.0,6.0,3.0,distance,,,
11885,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,15.0,6.0,3.0,distance,,,
3565,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,23.0,6.0,3.0,distance,,,
4365,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,28.0,6.0,3.0,distance,,,
14125,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,29.0,6.0,3.0,distance,,,
10605,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,7.0,6.0,3.0,distance,,,
12525,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,19.0,6.0,3.0,distance,,,
10285,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,5.0,6.0,3.0,distance,,,
11565,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,13.0,6.0,3.0,distance,,,
12045,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,16.0,6.0,3.0,distance,,,
2445,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,16.0,6.0,3.0,distance,,,
1005,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,7.0,6.0,3.0,distance,,,
12199,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,17.0,5.0,4.0,distance,,,
5298,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,ball_tree,4.0,3.0,2.0,uniform,,,
13485,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,25.0,6.0,3.0,distance,,,
2285,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,15.0,6.0,3.0,distance,,,
2439,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,16.0,5.0,4.0,distance,,,
11559,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,13.0,5.0,4.0,distance,,,
10123,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,4.0,6.0,2.0,distance,,,
5797,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,ball_tree,7.0,5.0,3.0,distance,,,
3245,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,21.0,6.0,3.0,distance,,,
2119,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,14.0,5.0,4.0,distance,,,
363,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,3.0,6.0,2.0,distance,,,
10765,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,8.0,6.0,3.0,distance,,,
1805,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,12.0,6.0,3.0,distance,,,
13805,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,27.0,6.0,3.0,distance,,,
3085,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,20.0,6.0,3.0,distance,,,
10445,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,6.0,6.0,3.0,distance,,,
1965,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,13.0,6.0,3.0,distance,,,
1799,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,12.0,5.0,4.0,distance,,,
4685,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,30.0,6.0,3.0,distance,,,
11719,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,14.0,5.0,4.0,distance,,,
4843,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,ball_tree,1.0,6.0,2.0,distance,,,
1645,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,11.0,6.0,3.0,distance,,,
14285,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,30.0,6.0,3.0,distance,,,
11399,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,12.0,5.0,4.0,distance,,,
10925,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,9.0,6.0,3.0,distance,,,
2605,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,17.0,6.0,3.0,distance,,,
11085,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,10.0,6.0,3.0,distance,,,
2925,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,19.0,6.0,3.0,distance,,,
11879,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,15.0,5.0,4.0,distance,,,
1165,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,8.0,6.0,3.0,distance,,,
11079,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,10.0,5.0,4.0,distance,,,
1325,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,9.0,6.0,3.0,distance,,,
2125,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,14.0,6.0,3.0,distance,,,
12205,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,17.0,6.0,3.0,distance,,,
13965,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,28.0,6.0,3.0,distance,,,
12359,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,18.0,5.0,4.0,distance,,,
1639,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,11.0,5.0,4.0,distance,,,
2599,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,17.0,5.0,4.0,distance,,,
12365,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,18.0,6.0,3.0,distance,,,
3725,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,24.0,6.0,3.0,distance,,,
11725,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,14.0,6.0,3.0,distance,,,
685,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,5.0,6.0,3.0,distance,,,
1485,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,10.0,6.0,3.0,distance,,,
845,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,6.0,6.0,3.0,distance,,,
11239,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,11.0,5.0,4.0,distance,,,
5477,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,ball_tree,5.0,5.0,3.0,distance,,,
5138,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,ball_tree,3.0,3.0,2.0,uniform,,,
4205,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,27.0,6.0,3.0,distance,,,
11405,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,12.0,6.0,3.0,distance,,,
12039,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,16.0,5.0,4.0,distance,,,
12685,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,20.0,6.0,3.0,distance,,,
1959,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,13.0,5.0,4.0,distance,,,
13165,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,23.0,6.0,3.0,distance,,,
2765,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,18.0,6.0,3.0,distance,,,
523,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,4.0,6.0,2.0,distance,,,
13645,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,26.0,6.0,3.0,distance,,,
2759,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,18.0,5.0,4.0,distance,,,
11245,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,11.0,6.0,3.0,distance,,,
3885,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,25.0,6.0,3.0,distance,,,
9963,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,kd_tree,3.0,6.0,2.0,distance,,,
5957,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,ball_tree,8.0,5.0,3.0,distance,,,
1479,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,10.0,5.0,4.0,distance,,,
2279,,,,0.7592082616179001,KNeighborsClassifier,0.7718120805369127,auto,15.0,5.0,4.0,distance,,,
37,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,auto,1.0,5.0,3.0,distance,,,
10258,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,kd_tree,5.0,3.0,2.0,uniform,,,
1298,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,auto,9.0,3.0,2.0,uniform,,,
1138,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,auto,8.0,3.0,2.0,uniform,,,
5296,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,ball_tree,4.0,3.0,1.0,uniform,,,
658,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,auto,5.0,3.0,2.0,uniform,,,
10418,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,kd_tree,6.0,3.0,2.0,uniform,,,
5136,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,ball_tree,3.0,3.0,1.0,uniform,,,
10578,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,kd_tree,7.0,3.0,2.0,uniform,,,
9637,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,kd_tree,1.0,5.0,3.0,distance,,,
10898,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,kd_tree,9.0,3.0,2.0,uniform,,,
978,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,auto,7.0,3.0,2.0,uniform,,,
818,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,auto,6.0,3.0,2.0,uniform,,,
10738,,,,0.7590361445783133,KNeighborsClassifier,0.7718120805369127,kd_tree,8.0,3.0,2.0,uniform,,,
2898,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,19.0,3.0,2.0,uniform,,,
13938,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,28.0,3.0,2.0,uniform,,,
4178,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,27.0,3.0,2.0,uniform,,,
12818,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,21.0,3.0,2.0,uniform,,,
4818,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,ball_tree,1.0,3.0,2.0,uniform,,,
3378,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,22.0,3.0,2.0,uniform,,,
3218,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,21.0,3.0,2.0,uniform,,,
4338,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,28.0,3.0,2.0,uniform,,,
14098,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,29.0,3.0,2.0,uniform,,,
4658,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,30.0,3.0,2.0,uniform,,,
12658,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,20.0,3.0,2.0,uniform,,,
3058,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,20.0,3.0,2.0,uniform,,,
4498,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,29.0,3.0,2.0,uniform,,,
12498,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,19.0,3.0,2.0,uniform,,,
4018,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,26.0,3.0,2.0,uniform,,,
12978,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,22.0,3.0,2.0,uniform,,,
14258,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,30.0,3.0,2.0,uniform,,,
3698,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,24.0,3.0,2.0,uniform,,,
13618,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,26.0,3.0,2.0,uniform,,,
3538,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,23.0,3.0,2.0,uniform,,,
13298,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,24.0,3.0,2.0,uniform,,,
13778,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,27.0,3.0,2.0,uniform,,,
13138,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,23.0,3.0,2.0,uniform,,,
13458,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,kd_tree,25.0,3.0,2.0,uniform,,,
3858,,,,0.7588640275387264,KNeighborsClassifier,0.7718120805369127,auto,25.0,3.0,2.0,uniform,,,
12662,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,20.0,3.0,4.0,uniform,,,
13462,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,25.0,3.0,4.0,uniform,,,
3222,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,21.0,3.0,4.0,uniform,,,
14102,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,29.0,3.0,4.0,uniform,,,
3702,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,24.0,3.0,4.0,uniform,,,
13302,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,24.0,3.0,4.0,uniform,,,
4342,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,28.0,3.0,4.0,uniform,,,
1142,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,8.0,3.0,4.0,uniform,,,
4502,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,29.0,3.0,4.0,uniform,,,
13622,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,26.0,3.0,4.0,uniform,,,
3382,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,22.0,3.0,4.0,uniform,,,
203,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,2.0,6.0,2.0,distance,,,
3542,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,23.0,3.0,4.0,uniform,,,
3862,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,25.0,3.0,4.0,uniform,,,
982,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,7.0,3.0,4.0,uniform,,,
4182,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,27.0,3.0,4.0,uniform,,,
13142,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,23.0,3.0,4.0,uniform,,,
13942,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,28.0,3.0,4.0,uniform,,,
12982,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,22.0,3.0,4.0,uniform,,,
1302,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,9.0,3.0,4.0,uniform,,,
4022,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,26.0,3.0,4.0,uniform,,,
13782,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,27.0,3.0,4.0,uniform,,,
12502,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,19.0,3.0,4.0,uniform,,,
9643,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,1.0,6.0,2.0,distance,,,
12822,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,21.0,3.0,4.0,uniform,,,
3062,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,20.0,3.0,4.0,uniform,,,
822,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,6.0,3.0,4.0,uniform,,,
357,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,3.0,5.0,3.0,distance,,,
5167,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,ball_tree,3.0,6.0,4.0,distance,,,
662,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,5.0,3.0,4.0,uniform,,,
5007,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,ball_tree,2.0,6.0,4.0,distance,,,
5003,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,ball_tree,2.0,6.0,2.0,distance,,,
10902,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,9.0,3.0,4.0,uniform,,,
10117,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,4.0,5.0,3.0,distance,,,
4847,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,ball_tree,1.0,6.0,4.0,distance,,,
517,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,auto,4.0,5.0,3.0,distance,,,
10742,,,,0.7588640275387263,KNeighborsClassifier,0.7718120805369127,kd_tree,8.0,3.0,4.0,uniform,,,
